Svid,time,A,P,X,Y,Z,x,y,z,lat_bot,long_bot,lat_top,long_top,x_bot_ECEF,y_bot_ECEF,z_bot_ECEF,x_top_ECEF,y_top_ECEF,z_top_ECEF
10,255152.0002911,-9.38000632529251e+18,20749177.3252918,-15576517.9719079,-11909510.3369603,18116641.0014994,-2859686.38095639,-4057390.89703268,3486870.17607615,0.614056430914521,-2.18772861172993,0.640791693750141,-2.23702899491311,-2892018.08099673,-4077354.3894008,3524065.39711872,-3500958.49841855,-4453350.00239592,4224606.14813076
24,255152.0002911,5.62550079340686e+18,24023902.9304334,14784166.1860433,-20709940.6387209,6704031.03406474,-2859686.38095639,-4057390.89703268,3486870.17607615,0.612889218940541,-2.13775170752834,0.572564816495989,-1.72634324344262,-2687021.51108348,-4220354.75786081,3518353.70036855,-922904.303266856,-5885356.74321406,3840020.910426
32,255152.0002911,8.44137995106274e+18,22425631.4548895,-16690393.1786795,-20246751.1634165,-4530020.52573387,-2859686.38095639,-4057390.89703268,3486870.17607615,0.600437040852974,-2.18626829349417,0.427388409751084,-2.20605841999639,-2913511.77692383,-4120395.5387724,3455670.5907792,-3818614.70615376,-5179852.41351975,2931032.81458695
8,255153.0002911,9.38626374229774e+17,23523573.3908187,-13391705.8764819,6942306.34277096,21880719.335882,-2707137.26647574,-3974132.05841699,3505087.99909719,0.645866137809231,-2.18691508331839,0.824345073852306,-2.44970322101329,-2769112.26069423,-3910812.12183419,3611674.39368423,-3642821.85913902,-3018141.82693647,5114305.53046181
10,255153.0002911,-1.50055071186994e+19,20749128.6268584,-15574252.7943278,-11909730.5518571,18118428.3395703,-2707137.26647574,-3974132.05841699,3505087.99909719,0.631424470127896,-2.17200566502271,0.655688698803079,-2.22495554541861,-2739676.24910974,-3994199.98280996,3542042.91929933,-3352523.76064629,-4372164.39750188,4238061.32711653
24,255153.0002911,4.6900031568185e+18,24023632.2943541,14784143.8128874,-20708974.3355151,6707013.4664224,-2707137.26647574,-3974132.05841699,3505087.99909719,0.629765370733264,-2.12407528752204,0.583899612833302,-1.71541328098282,-2548354.08343548,-4126048.40533165,3534154.59034644,-839057.132836089,-5761424.03866674,3847055.71019654
27,255153.0002911,-3.93941493119882e+19,21449276.4582691,-18096429.090845,-5020997.05873785,18769965.347932,-2707137.26647574,-3974132.05841699,3505087.99909719,0.633210116119917,-2.17627711392363,0.681522578605019,-2.29793104630067,-2753111.53250117,-3977259.4830293,3550690.5869284,-3589471.39904315,-4034153.32076713,4380288.91594537
32,255153.0002911,5.62862954270379e+18,22425033.0031728,-16690474.1310538,-20247391.6417654,-4526932.72773028,-2707137.26647574,-3974132.05841699,3505087.99909719,0.617289576341082,-2.17072655030384,0.436557590381813,-2.19541837989182,-2762571.53501103,-4038644.28825342,3473246.58683887,-3687393.82463111,-5114916.23487137,2942029.19067665
8,255154.0002911,8.44137995106274e+18,23523073.0118895,-13393214.3765034,6939980.95846331,21880558.8382794,-2707155.25586428,-3974135.68700628,3505062.72885302,0.64585602571093,-2.18691328972788,0.824298151697445,-2.44965590654629,-2769124.3520426,-3910844.07159699,3611623.33018171,-3642858.59418627,-3018462.94884248,5114076.19759795
10,255154.0002911,-8.44137993940722e+18,20749071.7201105,-15571987.4054676,-11909950.911002,18120215.2980645,-2707155.25586428,-3974135.68700628,3505062.72885302,0.631420655714007,-2.17200722992965,0.655700178010339,-2.22493970160434,-2739688.18869597,-3994203.98954181,3542021.91894037,-3352422.77629094,-4372176.15520701,4238121.90516596
24,255154.0002911,5.62862954270379e+18,24023360.0041728,14784121.3358699,-20708007.6861208,6709995.75201967,-2707155.25586428,-3974135.68700628,3505062.72885302,0.629765250098013,-2.12408692662035,0.583947538902948,-1.71544193665585,-2548400.47109352,-4126016.09628734,3534151.42627479,-839194.585567855,-5761210.2091079,3847329.84736846
32,255154.0002911,8.44137995106274e+18,22424429.8868895,-16690554.9131778,-20248031.7884795,-4523844.83414587,-2707155.25586428,-3974135.68700628,3505062.72885302,0.617288646365985,-2.17072856400597,0.436599625440732,-2.19541430558029,-2762579.51307818,-4038638.49930548,3473239.54930987,-3687296.48369177,-5114825.14002443,2942290.90585107
8,255155.000291,4.6900031568185e+18,23522549.8863541,-13394723.0024058,6937655.68395672,21880397.8760967,-2859782.61027318,-4057711.33219413,3486981.69408415,0.628524551848508,-2.20266693107796,0.808455222419733,-2.45948770489154,-2922366.1890126,-3992392.55564576,3596249.11915412,-3794739.19261671,-3081892.73385537,5119363.54828044
10,255155.000291,-3.75137678258872e+18,20748984.6894646,-15569721.8056097,-11910171.4144002,18122001.8767656,-2859782.61027318,-4057711.33219413,3486981.69408415,0.614044153076643,-2.18770429575715,0.640825296304308,-2.23695774126451,-2892097.06539605,-4077675.86271082,3524190.58199836,-3500713.59901184,-4453691.59041329,4224989.78458217
24,255155.000291,1.688275989047e+19,24023051.180779,14784098.7550431,-20707040.690635,6712977.89049282,-2859782.61027318,-4057711.33219413,3486981.69408415,0.612887919030866,-2.13776422727636,0.572708574488746,-1.72643083116284,-2687218.82261569,-4220548.027622,3518533.14872697,-923371.839469698,-5884970.31386671,3841033.8242224
32,255155.000291,-2.81587914600036e+18,22423807.5565439,-16690635.5249941,-20248671.6035104,-4520756.84535511,-2859782.61027318,-4057711.33219413,3486981.69408415,0.600433081505562,-2.18624582398255,0.427513209468611,-2.20602644353421,-2913581.29989105,-4120690.27149907,3455833.51812706,-3818399.89340275,-5179907.804259,2931964.83358969
8,255156.000291,1.78213862763553e+19,23522045.7415977,-13396231.7544512,6935330.51884202,21880236.449306,-2859817.73029911,-4057802.14474243,3487010.30295641,0.628514096908574,-2.20265768514973,0.808408415297289,-2.45943307701994,-2922396.24131106,-3992511.06260889,3596252.47038701,-3794802.86833629,-3082288.49869912,5119196.83700612
10,255156.000291,-7.50275355352193e+18,20748934.9359292,-15567455.9943573,-11910392.0621228,18123788.0759929,-2859817.73029911,-4057802.14474243,3487010.30295641,0.614039977661524,-2.18769852915051,0.640836401657829,-2.23693599202005,-2892126.38781007,-4077767.03774165,3524223.7198248,-3500634.10051837,-4453789.82263444,4225108.65052676
24,255156.000291,-7.50588231447438e+18,24022797.1901898,14784076.070453,-20706073.3488648,6715959.88237277,-2859817.73029911,-4057802.14474243,3487010.30295641,0.612887452757111,-2.13777033393271,0.572756488573687,-1.72646019221811,-2687286.58944909,-4220597.57167395,3518584.64595433,-923526.94088071,-5884830.49553129,3841364.35885386
32,255156.000291,1.87725277177059e+18,22423202.4826374,-16690715.9664697,-20249311.0870014,-4517668.7608056,-2859817.73029911,-4057802.14474243,3487010.30295641,0.600431666729026,-2.1862406464958,0.427554549983555,-2.20601749661275,-2913607.43192702,-4120772.48983774,3455879.33148119,-3818330.05645543,-5179910.0971846,2932268.05711471
8,255157.0002909,3.00141429866957e+19,23521517.6910227,-13397740.6322988,6933005.46363966,21880074.5579441,-2859846.10593876,-4057904.51891701,3487044.48009543,0.62850392785226,-2.20264604680559,0.808362217059744,-2.45937656340398,-2922419.83725796,-3992640.79413008,3596261.79284783,-3794862.30428868,-3082692.73988565,5119038.51993959
10,255157.0002909,-8.44450870035967e+18,20748852.5733711,-15565189.9722194,-11910612.8541528,18125573.8953515,-2859846.10593876,-4057904.51891701,3487044.48009543,0.61403602650682,-2.18769033337753,0.640847728919471,-2.23691219282119,-2892149.01315897,-4077869.76436414,3524262.4462141,-3500548.72725527,-4453899.37492184,4225233.40809954
24,255157.0002909,-1.87725277177059e+18,24022492.4313626,14784053.2821545,-20705105.6610035,6718941.72699769,-2859846.10593876,-4057904.51891701,3487044.48009543,0.612887151025831,-2.13777441367333,0.572804445919162,-1.72648914410451,-2687348.89410299,-4220657.41830256,3518641.42200536,-923680.518457221,-5884696.7302205,3841698.97534557
32,255157.0002909,4.69000316847402e+18,22422570.2863541,-16690796.2375396,-20249950.2388398,-4514580.58118043,-2859846.10593876,-4057904.51891701,3487044.48009543,0.600430474182109,-2.18623306691208,0.42759611691165,-2.2060067888482,-2913626.91489439,-4120866.30456284,3455930.6473753,-3818254.82034719,-5179924.16141553,2932575.90670118
8,255158.0002909,-9.38000632529251e+18,23521050.2972918,-13399249.6362108,6930680.51794052,21879912.2019833,-2863650.33398468,-4016777.98351014,3470722.34284183,0.629099475745596,-2.20793878408168,0.807980759469037,-2.46384954938851,-2925386.36794793,-3952628.55541695,3578595.69088572,-3791903.49697701,-3052237.41119058,5092688.80385402
10,255158.0002909,1.87725276011507e+18,20748792.6526374,-15562923.7387992,-11910833.7905613,18127359.3351605,-2863650.33398468,-4016777.98351014,3470722.34284183,0.614798698817359,-2.19307958387879,0.641441525452539,-2.24154775762227,-2895833.43821202,-4036783.47616442,3507865.89120951,-3502163.714864,-4413687.32639422,4207651.02686704
24,255158.0002909,-0,24022218.564,14784030.3901938,-20704137.6268579,6721923.42489867,-2863650.33398468,-4016777.98351014,3470722.34284183,0.613771346227259,-2.14222934422362,0.573581872683741,-1.72661611969838,-2688965.61666727,-4181957.00888079,3502904.20009762,-919763.107751152,-5854886.10418948,3828841.25671521
32,255158.0002909,5.62862954270379e+18,22421967.9251728,-16690876.3381706,-20250589.0591686,-4511492.30592721,-2863650.33398468,-4016777.98351014,3470722.34284183,0.601152436271757,-2.19156173964073,0.427658880764719,-2.20996310608421,-2917287.19062608,-4079750.16586581,3439758.7278212,-3819908.26962767,-5139469.59657323,2918691.43660075
8,255159.0002909,8.44137993940722e+18,23520546.9608895,-13400758.7659972,6928355.68203278,21879749.3814441,-2863691.63366435,-4016839.48275163,3470750.03208505,0.629090709068947,-2.20793380747827,0.807934534407459,-2.46379832851178,-2925422.12630887,-3952718.00747514,3578597.55594125,-3791967.53328792,-3052609.04172411,5092513.49032096
10,255159.0002909,1.87412401081814e+18,20748739.890898,-15560657.2943792,-11911054.8713532,18129144.3952036,-2863691.63366435,-4016839.48275163,3470750.03208505,0.614796285471929,-2.19307811828013,0.641454078188057,-2.24152972011691,-2895868.88050046,-4036845.37423186,3507898.0236798,-3502089.3003523,-4413757.04708028,4207767.44308432
24,255159.0002909,-5.62862954270379e+18,24021952.5178272,14784007.394623,-20703169.2465253,6724904.9757118,-2863691.63366435,-4016839.48275163,3470750.03208505,0.613772783673627,-2.14223929791688,0.57363174158858,-1.72664603777675,-2689038.26981375,-4181978.49712921,3502955.31315226,-919917.357210774,-5854725.45934586,3829173.11380676
32,255159.0002909,3.75137678258872e+18,22421368.7965354,-16690956.2683054,-20251227.5479398,-4508403.93542017,-2863691.63366435,-4016839.48275163,3470750.03208505,0.601152744055159,-2.19156083418317,0.427701245579583,-2.20995745616558,-2917319.5654697,-4079803.2488374,3439803.52631255,-3819844.81409517,-5139444.87080428,2918992.78690556
8,255160.0002908,2.81275039670343e+18,23520024.8917167,-13402268.0214675,6926030.95620455,21879586.0963474,-2863718.11908158,-4016894.10630023,3470766.87216273,0.629081897163369,-2.20792726102124,0.807888829630364,-2.46374639536293,-2925443.18873448,-3952800.5812948,3578588.69389013,-3792018.08340749,-3052974.30336373,5092328.31917205
10,255160.0002908,-3.7513767709332e+18,20748661.8124646,-15558390.6392421,-11911276.0965337,18130929.0752646,-2863718.11908158,-4016894.10630023,3470766.87216273,0.614793763082071,-2.19307503907809,0.641466620877959,-2.24151042008046,-2895889.5300014,-4036900.40473467,3507919.31557063,-3502000.45808475,-4413820.02886408,4207873.13514834
24,255160.0002908,3.75137678258872e+18,24021645.3485354,14783984.2954952,-20702200.5201025,6727886.37907366,-2863718.11908158,-4016894.10630023,3470766.87216273,0.613774067930293,-2.14224793245192,0.573681312436991,-1.72667510856187,-2689097.80674263,-4181991.71215302,3502995.3862356,-920064.62971157,-5854552.81509665,3829494.1187007
32,255160.0002908,6.56725592858908e+18,22420736.5989915,-16691036.0278871,-20251865.7051047,-4505315.47003334,-2863718.11908158,-4016894.10630023,3470766.87216273,0.601152917585362,-2.1915583280864,0.427743255225736,-2.20995065922748,-2917337.11433994,-4079849.40037223,3439837.55354092,-3819766.54491241,-5139412.52547687,2919284.58052484
10,255161.0002908,2.81587915765588e+18,20748604.3044561,-15556123.7729909,-11911497.4661738,18132713.3756624,-2726817.38909516,-3911392.86856288,3475509.63819522,0.631411930258744,-2.1827211171731,0.655638526486305,-2.23392608334026,-2759091.39377674,-3931518.30679862,3512381.98716615,-3367285.66719204,-4310776.36311085,4207230.72728189
24,255161.0002908,-2.81587914600036e+18,24021378.4815439,14783961.092856,-20701231.4473962,6730867.63551489,-2726817.38909516,-3911392.86856288,3475509.63819522,0.630007035939931,-2.13318948509982,0.584646932602632,-1.71678486379276,-2563814.4445007,-4067684.78502087,3505812.85628567,-840977.61959932,-5719590.33665461,3826098.48161069
32,255161.0002908,1.31313831078812e+19,22420131.9712436,-16691115.6168825,-20252503.5308062,-4502226.90921457,-2726817.38909516,-3911392.86856288,3475509.63819522,0.617264288400354,-2.18131727727572,0.436222595930378,-2.20310985657336,-2781796.7595691,-3975730.07780892,3444100.18775031,-3700793.48056637,-5051145.88969499,2919081.77232713
10,255162.0002907,6.5672559402446e+18,20748519.1509915,-15553856.696135,-11911718.9802563,18134497.2960026,-2707249.79283873,-3974272.92497776,3504910.68526212,0.631390859562774,-2.17199878491233,0.655792882814297,-2.22479517499358,-2739734.74823035,-3994344.18449166,3541904.22542608,-3351573.16847245,-4372376.64798772,4238659.65883269
24,255162.0002907,4.69000316847402e+18,24021073.2663541,14783937.7867605,-20700262.0286005,6733848.74437412,-2707249.79283873,-3974272.92497776,3504910.68526212,0.629764513623238,-2.12416208064564,0.584330428665588,-1.71566790382961,-2548730.69969659,-4125857.1791941,3534173.89741471,-840283.848943745,-5759563.48299816,3849559.51850313
32,255162.0002907,-9.38626385885293e+17,22419508.9751813,-16691195.0352264,-20253141.0249324,-4499138.25364687,-2707249.79283873,-3974272.92497776,3504910.68526212,0.617281905932008,-2.17072397181139,0.43693702323592,-2.19536669895703,-2762594.88022316,-4038700.7643246,3473232.58725224,-3686480.21435398,-5114206.08368254,2944424.4933884
10,255163.0002907,-9.38000632529251e+18,20748478.8092918,-15551589.4082769,-11911940.6388527,18136280.836604,-2707259.14147928,-3974283.73469381,3504883.93047764,0.631386744317067,-2.17199804722554,0.655804155517866,-2.22477740391663,-2739738.08921845,-3994355.37240528,3541881.76264126,-3351464.28937559,-4372395.53450576,4238719.09448038
24,255163.0002907,-9.38000632529251e+18,24020813.3192918,14783914.3772546,-20699292.2635218,6736829.70618187,-2707259.14147928,-3974283.73469381,3504883.93047764,0.629764031232869,-2.12417173348902,0.584377924315829,-1.71569602119951,-2548769.55688632,-4125831.00802047,3534168.97203702,-840418.298867216,-5759351.44219839,3849830.9615462
27,255163.0002907,-3.65813989269403e+19,21447593.7889858,-18108311.6888306,-5041835.39448596,18753367.8682017,-2707259.14147928,-3974283.73469381,3504883.93047764,0.633148215870272,-2.17627463423848,0.681239345432338,-2.29782833890749,-2753243.51377881,-3977471.22417363,3550412.76431805,-3589896.23214585,-4035465.31226704,4378777.28669396
32,255163.0002907,5.62862954270379e+18,22418905.2451728,-16691274.2828858,-20253778.1876261,-4496049.50277796,-2707259.14147928,-3974283.73469381,3504883.93047764,0.617280662658451,-2.17072371088833,0.436978757643856,-2.1953609878596,-2762594.28248065,-4038702.15185618,3473224.01197821,-3686374.97316288,-5114121.6560269,2944684.26582259
10,255164.0002907,-3.75137678258872e+18,20748421.9784646,-15549321.9096998,-11912162.4419676,18138063.9972504,-2707279.70929561,-3974310.7958867,3504870.87226942,0.631382531037,-2.17199732564004,0.655815291788031,-2.22475952037743,-2739752.66077193,-3994382.79590874,3541873.00657764,-3351366.83945479,-4372430.34779042,4238792.41043703
24,255164.0002907,-8.44137993940722e+18,24020542.2281105,14783890.8643908,-20698322.1522573,6739810.5205746,-2707279.70929561,-3974310.7958867,3504870.87226942,0.629763454699835,-2.1241814032727,0.584425489266169,-1.71572484202892,-2548818.85791888,-4125821.58624806,3534177.7324743,-840559.455194283,-5759157.07574195,3850115.19636122
32,255164.0002907,4.69000316847402e+18,22418304.8393541,-16691353.3598038,-20254415.0188388,-4492960.656982,-2707279.70929561,-3974310.7958867,3504870.87226942,0.61727935289375,-2.17072347081817,0.437020794289469,-2.19535524784393,-2762604.95991794,-4038719.8421205,3473229.01705258,-3686281.55934583,-5114053.94595952,2944955.92479326
10,255165.0002906,9.38626385885293e+17,20748337.0468187,-15547054.2006865,-11912384.3896058,18139846.7777258,-2707290.0737178,-3974330.81361776,3504851.97380687,0.631378669452265,-2.17199569011745,0.655826765553776,-2.22474095304673,-2739757.03906919,-3994403.18471902,3541858.40667573,-3351259.37306658,-4372458.28301458,4238859.79954702
